pred_1,conf_1,pred_2,conf_2,pred_3,conf_3,pred_4,conf_4,true_angle
37.283831288194314,1.940720900417033,43.59354535110085,2.01678761595714,49.202136698617856,2.835917536922537,38.68012518326495,2.813921282266941,41.23620356542087
53.57340509100459,2.9621029974058364,57.89249459179925,2.5972452161148354,58.80005375374096,1.9781885893623232,63.99238678465223,1.4975067596753258,58.52142919229749
51.169778761447205,2.5071336214950284,49.82541290460505,0.5115800575115071,46.89929637804131,1.8434890073448071,43.685534895013305,2.7996390410319014,51.95981825434215
41.509950027205825,2.343753120274371,41.484360665593016,1.6305448522245178,46.66179776909307,0.8521425509494996,40.444039760320564,0.9409674662655583,47.959754525911094
21.196125998565243,2.78711475267025,34.40908488068404,1.4059847477915828,43.92533968799982,0.532736141470834,40.313384361011884,2.1588434300417765,34.6805592132731
33.33539215731193,0.7133741701966096,29.147206066377727,2.9921856296148683,47.54663462633538,0.6676911934710688,34.97592778015852,2.3749011759979446,34.67983561008608
32.73293216888526,1.0128491012050178,31.020706305426273,0.9767193016591664,31.578742013965993,1.912102833156541,29.02538450937716,0.6642715985708809,31.742508365045985
54.71039828614378,1.8109756733189502,63.505249316161496,1.6019068673455703,62.215710335736205,0.8881006148267813,45.61833321120731,0.9548203262381778,55.98528437324806
40.995891878707155,2.1099988580975393,44.14436691434189,1.521835427745241,52.71184231803357,0.5677399812587087,54.39122582726706,1.0549304048323735,48.03345035229626
54.85053765409754,0.5492763443859103,45.59691847779522,0.7602714549614347,48.619576002482496,2.131865269629687,53.68905014002095,1.0954569526168163,51.242177333881365
29.4159078380834,2.3056673296391477,28.743430791126087,2.6392411702657146,28.812703999778673,2.1702128414266153,36.41418384569531,1.0124607385395525,30.617534828874074
62.06280185470175,0.53250480877684,57.54956336828988,0.7137713271361702,60.727960676070424,1.5535613764812448,52.84172768293332,2.7316792776924372,59.097295564859834
52.35966412141746,1.1485585835782313,60.2183253531971,1.4492310204181673,47.19013335639314,2.0603722696228353,58.003328980740854,1.5235291304781011,54.97327922401266
25.960526280929678,1.2361643988547941,44.852455161798474,2.8711332674053915,33.645577886303535,2.671169939744782,38.36585389210864,1.718577995623784,36.370173320348286
36.025887259523216,1.5630337611730836,36.2062578235224,0.5561732708002936,36.99375786067331,2.083695549565368,26.90390705292989,1.1447192135830058,35.454749016213015
36.35646248624272,2.96100545175888,34.582218613839615,1.8142254557567146,32.8033368940562,0.5459766913686668,31.61061166859145,2.7857470164012477,35.50213529560301
40.10649356427454,1.185138051718015,34.23540340071097,1.8854450062894834,44.27304547541435,1.016053179401508,41.490254700851345,0.5274895716462011,39.12726728878613
47.02284162053651,2.0012921510841335,50.6561478686947,2.162591686365639,36.538321792308906,1.7972942632070938,39.34480811528862,0.6174149169376376,45.74269294896713
45.54664566160909,0.7069966698128162,39.329631493496144,2.0078802736659704,39.900761544303734,1.2217343419267497,35.92504507502236,1.3891817911623727,42.95835055926347
33.85750794105459,1.916011600742243,44.00508318898045,1.6901260054977492,41.2034637103457,2.3314302430256255,39.66105482441562,1.037350946476892,38.736874205941255
45.477397710482514,1.740915618003091,48.965635914898186,1.992107122292223,54.10195347309976,0.7664956328344295,44.83970471604194,0.6878444543395219,48.35558684167138
34.009873367076445,2.2210059910693403,43.0388189977388,1.5870683465093656,37.72357549683863,2.498539697422448,31.372481940089912,2.236741177136067,34.18481581956125
41.87338926714253,1.402434742350067,30.913215856604264,0.7289551833165854,38.39217231055632,0.9628323220965491,41.86769994380994,1.8547523684458953,38.76433945605655
42.89184455384056,2.5164028696536245,44.04378402522987,2.146958416776793,45.16046607155527,1.124170022147965,43.28675569495293,1.7235624091078512,40.99085529881075
45.83019062217401,0.9514383628183338,44.72053796232664,1.9198630763815736,38.27681682446977,2.810990488441326,48.9478637931756,2.9276456129134196,43.68209952651108
53.357503072507136,2.6551066274732835,56.96278232865353,2.611373496337676,58.2466978716704,0.5925190867887316,50.975055200703544,1.9906746962051325,53.55527884179041
33.81773232758922,0.6923830040730229,34.4443528474076,2.2407219396953493,42.2689940926184,0.6633908519973559,31.517176953653276,1.2882258445765258,35.990213464750795
52.66192257417701,1.296881257330175,46.40980703496622,2.0647284410925226,46.76228448175464,1.0823986868840845,49.87518713052553,0.5610019538913451,45.42703315240835
48.1838570122384,2.8476692462822406,53.09983894118803,2.4969580894341634,45.185994815359415,1.6996890507597722,54.819174266789176,2.068763658045925,47.772437065861276
29.165999774596074,1.5533925056926754,38.660434767188434,2.343955753972229,29.292578296120645,1.3865553941019413,29.984589337297397,1.2180974791352044,31.393512381599933
