Resistance,Lin_Pred,Lin_Uncertainty,Poly_Pred,Poly_Uncertainty,RF_Pred,RF_Uncertainty,XGB_Pred,XGB_Uncertainty,GPR_Pred,GPR_Uncertainty,True_Angle
1.3296698970681355,152.1681028476927,13.175512161464779,151.70211240972017,12.189476210327735,157.12015156309116,6.018140135716122,152.16164,8.53403,151.91434166304072,12.138636467097385,179
-0.3171737580218077,69.1638838336682,13.175512161464779,73.69820541083928,12.189476210327735,68.95587037571133,3.7342193108398947,69.3494,1.6215688,73.7165319358126,12.14504232251069,68
1.1581642856504848,143.52387648883573,13.175512161464779,144.40809324652832,12.189476210327735,145.00069473027838,6.847789782130983,147.61613,7.028177,146.25984815022207,12.139415892198103,127
-1.4183177404192255,13.664021416006804,13.175512161464779,-0.09142876926135557,12.189476210327735,3.7588633697762273,1.1745044559294877,5.9512405,5.243753,1.56968147469982,12.257210617702851,17
-1.1844464521224287,25.451602814448172,13.175512161464779,22.1469507391769,12.189476210327735,18.038338072771737,4.452013266822988,18.46213,2.5166903,21.37581827118008,12.129382553839134,26
0.27530017233007703,99.0257567097196,13.175512161464779,101.2363321166297,12.189476210327735,95.8628329759235,3.1371458773412932,95.68878,0.8703061,99.11963201746545,12.149555079083397,87
-0.015090010638445195,84.38950980665494,13.175512161464779,87.61904218183986,12.189476210327735,82.54286546795137,3.4547611632526443,82.56558,1.7984006,85.54752410325791,12.14851373345721,85
0.5520478634812868,112.97439469787523,13.175512161464779,114.7613459249213,12.189476210327735,111.58857512613277,3.3678215895752808,112.343506,3.6485062,114.71306054777568,12.148922535473641,110
-1.2019867987446884,24.567534209565075,13.175512161464779,20.66654909719881,12.189476210327735,14.128211363130593,2.8938058419660413,18.482489,2.2506266,19.906943074449288,12.130241098643065,8
-0.5354536270988182,58.16214119512291,13.175512161464779,63.2053289843263,12.189476210327735,62.670492142059864,3.7562760148030625,65.52017,3.4580715,64.51037423106885,12.14054514579862,51
-0.3639480156811671,66.80636755397991,13.175512161464779,71.50480317867216,12.189476210327735,68.24765930749678,3.466809435271385,68.73056,2.4412928,71.8687259552338,12.14423321455028,66
1.2088363981147903,146.077852458498,13.175512161464779,146.65856335897232,12.189476210327735,147.57854760865214,7.563998101279989,150.94551,4.005562,148.10763228675455,12.13818013393493,128
